muni,pov_rank,pop_rank,_population,value,measure,variable,model_t,dtype,level,min,gap
1201002,14,45,1,.013693525,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0014958596,.012197665
1201005,31,14,1,.001515387,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00032525972,.0011901272
1201006,27,23,1,.0013757409,MSE,mse_uc,Unit-Context,Census agg.,HH level,.000075191027,.0013005498
1201010,38,15,1,.00075352541,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00012924698,.00062427844
1201012,7,24,1,.0131212,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0012604966,.011860703
1201014,41,31,1,.00065843447,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0001106067,.00054782775
1201021,21,27,1,.0071156854,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0010076823,.0061080032
1201023,40,37,1,.0062201782,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0033462055,.0028739728
1201025,33,20,1,.0044666762,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0006555047,.0038111715
1201026,7,4,1,.030381564,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00095888873,.029422676
1201028,17,22,1,.0013210701,MSE,mse_uc,Unit-Context,Census agg.,HH level,.000210133,.0011109371
1201029,1,3,1,.023947427,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0017175683,.02222986
1201030,48,13,1,.0012940438,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00049799058,.00079605327
1201031,20,1,1,.0022060499,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0022060499,0
1201033,46,3,1,.0062187966,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0039404547,.0022783419
1201039,33,45,1,.0008718819,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00058506144,.00028682046
1201040,1,11,1,.04093226,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0010616584,.039870601
1201041,5,28,1,.0141395,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00042703041,.01371247
1201042,24,5,1,.0070956317,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00029940353,.0067962282
1201043,39,46,1,.0014249044,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0013695289,.000055375509
1201044,20,33,1,.011064058,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0028460093,.0082180491
1201045,45,12,1,.00067068264,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00025102729,.00041965535
1201051,2,5,1,.032766711,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0031164116,.029650299
1201058,1,18,1,.035035882,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00093844061,.034097441
1201059,26,31,1,.0013557287,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0007578517,.00059787702
1201063,44,9,1,.0022124974,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00071159005,.0015009074
1201064,12,5,1,.0081492318,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0013455886,.006803643
1201066,19,3,1,.0034982911,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00097921898,.002519072
1201067,46,47,1,.00050004129,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00017254688,.0003274944
1201068,28,22,1,.0013908814,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00067885569,.00071202568
1201070,10,6,1,.0055281017,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00032125085,.0052068508
1201072,32,10,1,.039887227,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0012466267,.0386406
1201073,19,24,1,.0044348389,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0015391177,.0028957212
1201075,24,1,1,.0025033331,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00066660292,.0018367302
1201077,34,9,1,.0045503704,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00035919546,.0041911751
1201079,44,42,1,.00066581817,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00017756151,.00048825666
1201083,42,19,1,.000846371,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00025341602,.00059295498
1201084,49,9,1,.0059455698,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00083267037,.0051128995
1201085,5,38,1,.010786585,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0022681342,.00851845
1201087,23,7,1,.0013349496,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00093957694,.00039537268
1201090,24,9,1,.00085621217,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00085621217,0
1201091,49,14,1,.00045242417,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00030725732,.00014516685
1201095,3,6,1,.0046718866,MSE,mse_uc,Unit-Context,Census agg.,HH level,.002081871,.0025900155
1201102,34,10,1,.010476644,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0049460526,.0055305916
1201103,17,5,1,.0061555998,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0014566433,.0046989564
1201107,43,33,1,.0020288427,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00022156183,.0018072808
1201115,45,17,1,.00032889593,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00006377283,.00026512309
1201124,28,27,1,.01110402,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0012192199,.0098848008
1201126,1,7,1,.020716373,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0020148256,.018701548
1201131,11,9,1,.0051164571,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0012578634,.0038585938
1201134,2,45,1,.058094192,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0027400278,.055354163
1201135,24,14,1,.023404278,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00054429617,.022859981
1201136,3,12,1,.037854254,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0091999359,.028654318
1201141,7,11,1,.044118986,MSE,mse_uc,Unit-Context,Census agg.,HH level,.001588232,.042530753
1201143,14,15,1,.012504581,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00043757653,.012067005
1201145,45,8,1,.0004808291,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0003757854,.0001050437
1201150,38,21,1,.0073033287,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0051932731,.0021100556
1201153,22,11,1,.0056023304,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00059425848,.0050080721
1201157,47,26,1,.00045057564,MSE,mse_uc,Unit-Context,Census agg.,HH level,.000063253086,.00038732257
1201166,14,19,1,.0091688577,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00038978748,.0087790703
1201171,2,30,1,.015195889,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0012949177,.013900972
1201174,44,8,1,.00035635947,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00017247186,.00018388761
1201177,22,17,1,.001253836,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00041698717,.00083684881
1201178,39,14,1,.001080006,MSE,mse_uc,Unit-Context,Census agg.,HH level,.001080006,0
1201184,32,47,1,.0026817741,MSE,mse_uc,Unit-Context,Census agg.,HH level,.000092428621,.0025893454
1201185,17,4,1,.013610943,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00022076679,.013390176
1201188,3,4,1,.021552607,MSE,mse_uc,Unit-Context,Census agg.,HH level,.001789559,.019763049
1201190,13,20,1,.0046111075,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00027409321,.0043370142
1201197,30,1,1,.013164894,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0016347304,.011530164
1201198,10,26,1,.0039533731,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0010125808,.0029407921
1201202,12,8,1,.031227265,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0057480433,.025479222
1201205,4,22,1,.019165026,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0007427776,.018422248
1201207,2,10,1,.047886517,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0038886014,.043997914
1201217,45,31,1,.001925815,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0011082292,.00081758585
1201218,5,35,1,.023880802,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0014044235,.022476379
1201219,1,6,1,.030410653,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0014712855,.028939368
1201220,7,2,1,.027802125,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0016229548,.02617917
1201221,9,41,1,.0048774756,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0048774756,0
1201222,3,2,1,.036492221,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0014886119,.03500361
1201223,29,7,1,.049228229,MSE,mse_uc,Unit-Context,Census agg.,HH level,.011456573,.037771657
1201224,15,2,1,.012093567,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0022249022,.0098686647
1201225,5,33,1,.039072134,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0037300847,.035342049
1201226,16,4,1,.003762658,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00081829558,.0029443623
1201227,49,26,1,.0001898484,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00012773369,.000062114719
1201228,36,10,1,.0028499898,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0020693017,.00078068813
1201229,33,16,1,.0010997158,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0003069966,.00079271919
1201230,21,19,1,.0017430858,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0005585149,.0011845708
1201231,9,3,1,.017403496,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0021699884,.015233508
1201232,41,7,1,.0017368316,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0004948409,.0012419907
1201233,19,16,1,.0026628613,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00094079791,.0017220634
1201234,38,4,1,.015947469,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0008527317,.015094737
1201235,4,7,1,.049875125,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0047253515,.045149773
1201236,37,22,1,.015513638,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0012221514,.014291487
1201237,4,5,1,.012189745,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0024406507,.009749094
1201238,41,45,1,.0033286847,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0033286847,0
1201239,28,36,1,.0050378358,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0050378358,0
1201240,7,17,1,.014175931,MSE,mse_uc,Unit-Context,Census agg.,HH level,.001327901,.01284803
1201241,19,21,1,.0041318233,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00033343476,.0037983886
1201242,29,49,1,.0019240722,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0019240722,0
1201243,10,2,1,.0052358946,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0013194513,.0039164433
1201244,44,21,1,.0024039545,MSE,mse_uc,Unit-Context,Census agg.,HH level,.001186053,.0012179015
1201245,22,4,1,.0055508036,MSE,mse_uc,Unit-Context,Census agg.,HH level,.000099371064,.0054514324
1201246,43,5,1,.00062421407,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00039178311,.00023243096
1201247,14,3,1,.0038124018,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00065324688,.0031591549
1201248,48,28,1,.00088634319,MSE,mse_uc,Unit-Context,Census agg.,HH level,.000057042696,.00082930049
1201249,18,4,1,.0039711911,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0020773583,.0018938328
1201250,21,20,1,.0015431677,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0012168982,.00032626954
1201251,12,4,1,.0040337732,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00056784623,.003465927
1201252,44,21,1,.00030902488,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00011257638,.0001964485
1201253,4,2,1,.013997205,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0014987221,.012498482
1201254,4,2,1,.013343886,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0022855534,.011058333
1201255,2,4,1,.026878832,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0021353122,.02474352
1201256,43,44,1,.00048104362,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0002729171,.00020812653
1201257,47,37,1,.00030662358,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00013571548,.0001709081
1201258,20,3,1,.027142607,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0092262728,.017916333
1201259,32,33,1,.0010230535,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0010230535,0
1201260,15,4,1,.0027710039,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00056075247,.0022102515
1201261,41,38,1,.00047920182,MSE,mse_uc,Unit-Context,Census agg.,HH level,.000058199119,.00042100268
1201262,34,29,1,.0063484982,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00088219845,.0054662996
1201263,40,5,1,.00097855774,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00097855774,0
1201264,1,37,1,.037820857,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0023813637,.035439495
1201265,49,16,1,.00054217654,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00026015035,.00028202619
1201266,44,40,1,.0021497954,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00071558077,.0014342146
1201267,16,27,1,.0032041925,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00065479858,.002549394
1201268,5,7,1,.029108772,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0010889285,.028019844
1201269,29,18,1,.0010754018,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00069567747,.00037972431
1201270,28,7,1,.0045191473,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00044115004,.0040779971
1201271,8,1,1,.0051970161,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0040064864,.0011905297
1201272,17,14,1,.022325801,MSE,mse_uc,Unit-Context,Census agg.,HH level,.010760586,.011565215
1201273,17,25,1,.007717337,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00074779359,.0069695432
1201274,24,13,1,.010270484,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0023934722,.0078770118
1201275,10,7,1,.01386158,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00172247,.01213911
1201276,8,2,1,.0048498618,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0021811579,.0026687039
1201277,17,3,1,.0084573114,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00035940422,.0080979075
1201278,26,6,1,.013265206,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0012975722,.011967633
1201279,19,31,1,.0016482297,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00042709225,.0012211374
1201280,2,4,1,.033364914,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0032397965,.030125119
1201281,11,19,1,.0032498774,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00048969686,.0027601805
1201282,30,1,1,.001600521,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00074296992,.00085755112
1201283,14,1,1,.012121309,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0010889885,.011032321
1201284,12,11,1,.0077112429,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00093267625,.0067785666
1201285,21,48,1,.0029534192,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0002304521,.0027229672
1201286,36,19,1,.0076967985,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0045512207,.0031455779
1201287,7,7,1,.032472763,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0010472104,.031425554
1201288,10,6,1,.01072281,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0010777416,.009645069
1201289,7,1,1,.016587144,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0013494834,.01523766
1201290,4,5,1,.013234405,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00099429849,.012240106
1201291,34,11,1,.00081744953,MSE,mse_uc,Unit-Context,Census agg.,HH level,.000073742049,.00074370747
1201292,6,8,1,.0069577727,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0034075971,.0035501756
1201293,19,9,1,.0042138053,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0022921159,.0019216894
1201294,24,43,1,.0038428931,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00014665876,.0036962342
1201295,4,2,1,.021469157,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0012343071,.020234849
1201296,31,2,1,.00063447788,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00025659063,.00037788725
1201297,15,8,1,.0019401351,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0017635745,.0001765606
1201298,16,17,1,.0073918439,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00098555617,.0064062877
1201299,16,24,1,.0064269118,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00099956349,.0054273484
1201300,8,6,1,.0067374292,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00057133439,.0061660949
1201301,25,2,1,.0054475451,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00029962286,.0051479223
1201302,14,3,1,.0024560876,MSE,mse_uc,Unit-Context,Census agg.,HH level,.001290878,.0011652096
1201303,41,17,1,.0084301233,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0016007351,.0068293884
1201304,34,11,1,.00075194833,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00075194833,0
1201305,27,17,1,.0059347949,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00074764626,.0051871487
1201306,17,12,1,.0023759848,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00056321366,.0018127712
1201307,8,4,1,.0056743375,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00033456023,.0053397771
1201308,28,8,1,.0019162269,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00063302513,.0012832019
1201309,38,33,1,.00054942566,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00051825918,.000031166477
1201310,43,18,1,.0096138157,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0036007408,.0060130749
1201311,35,21,1,.002471301,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00082648243,.0016448186
1201312,12,14,1,.012820909,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00081368448,.012007224
1201313,10,8,1,.0043008081,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0015370732,.0027637349
1201314,40,46,1,.0036387127,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0024714852,.0011672275
1201315,24,25,1,.0019948774,MSE,mse_uc,Unit-Context,Census agg.,HH level,.000080553444,.0019143239
1211001,20,43,1,.0038128505,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00022616934,.0035866811
1211002,23,16,1,.006861642,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0029757738,.0038858682
1211003,20,33,1,.0054735378,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00099176576,.004481772
1211004,16,45,1,.0022142192,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00019690815,.0020173111
1211005,2,5,1,.038079821,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0092364391,.028843381
1211006,6,19,1,.0045329225,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00032422278,.0042086998
1211008,19,18,1,.0035619822,MSE,mse_uc,Unit-Context,Census agg.,HH level,.001036886,.0025250963
1211010,10,47,1,.0041445605,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0017293363,.0024152242
1211012,6,6,1,.050958656,MSE,mse_uc,Unit-Context,Census agg.,HH level,.019811386,.03114727
1211013,28,39,1,.016993908,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0029267324,.014067176
1211014,4,8,1,.034673642,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0021242832,.032549359
1211015,36,46,1,.0019274787,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00019061167,.001736867
1211016,10,7,1,.012167319,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00083298009,.011334338
1211017,9,32,1,.021051913,MSE,mse_uc,Unit-Context,Census agg.,HH level,.005816719,.015235195
1211019,28,45,1,.0021325259,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00052099262,.0016115333
1211020,17,16,1,.0025034843,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0012666089,.0012368753
1211022,4,13,1,.021504588,MSE,mse_uc,Unit-Context,Census agg.,HH level,.01119955,.010305039
1211023,2,14,1,.039632626,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0082456004,.031387024
1211025,14,10,1,.012818521,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0006158239,.012202697
1211026,9,16,1,.0058881589,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0047761966,.0011119624
1211029,5,3,1,.029808592,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00044345795,.029365133
1211033,6,8,1,.010494044,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0010825099,.0094115343
1211034,22,43,1,.0018531466,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0011216846,.00073146203
1211035,16,26,1,.004013849,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00099999621,.0030138528
1211036,1,17,1,.051448427,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0045794733,.046868954
1211038,25,22,1,.0060292822,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0011427026,.0048865797
1211039,4,12,1,.034104332,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0017239247,.03238041
1211040,35,22,1,.026367562,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00028412833,.026083434
1211041,47,43,1,.0003309639,MSE,mse_uc,Unit-Context,Census agg.,HH level,.000048314552,.00028264936
1211043,7,38,1,.012939814,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0006789153,.012260898
1211044,11,20,1,.0083694337,MSE,mse_uc,Unit-Context,Census agg.,HH level,.001761663,.0066077709
1211045,13,38,1,.015797984,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0057267477,.010071237
1211046,21,15,1,.0045113242,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0013479759,.0031633484
1211047,18,25,1,.0071161813,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0014391245,.005677057
1211048,13,32,1,.0022384538,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0014560438,.00078241003
1211049,2,16,1,.026002262,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0011486417,.024853621
1211050,3,18,1,.0085288743,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0019012515,.006627623
1211051,16,33,1,.0087883929,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0051672836,.0036211093
1211053,19,36,1,.006779375,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0018546431,.0049247318
1211054,21,39,1,.003551336,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0018590102,.0016923258
1211055,5,2,1,.023182439,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0048143212,.018368118
1211057,8,9,1,.014859145,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00086055399,.01399859
1211058,4,19,1,.0067708367,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0021409004,.0046299361
1211060,18,9,1,.012942514,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0054889321,.0074535822
1211061,1,20,1,.030529298,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0011566061,.029372692
1211062,15,11,1,.0073130671,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0038391994,.0034738677
1211063,12,21,1,.0084409891,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0032066235,.0052343654
1211064,11,19,1,.0061355173,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00099537906,.0051401383
1211065,18,25,1,.0021313836,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00037575129,.0017556323
1211067,12,27,1,.008467881,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0025389714,.0059289094
1211068,2,9,1,.027529122,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00039668224,.02713244
1211069,8,26,1,.0096795121,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0042323591,.005447153
1211070,4,7,1,.013917875,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0025376189,.011380257
1211071,21,43,1,.0067593805,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00020272053,.0065566599
1211072,2,14,1,.020756505,MSE,mse_uc,Unit-Context,Census agg.,HH level,.002574461,.018182045
1211073,9,11,1,.015214849,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0096027106,.0056121387
1211074,29,45,1,.0014313635,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00016732665,.0012640369
1211075,7,22,1,.028348917,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0017770147,.026571903
1211076,15,30,1,.0030350946,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00012794268,.0029071518
1211077,2,3,1,.022254221,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00083622639,.021417994
1211078,3,20,1,.040919412,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00088514632,.040034264
1211079,23,13,1,.0023075105,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0020793441,.00022816635
1211082,14,14,1,.030370267,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0053002923,.025069974
1211083,4,18,1,.016702093,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00092614145,.015775952
1211084,2,6,1,.036733687,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0015891504,.035144538
1211085,21,43,1,.0055506737,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0015545229,.0039961506
1211086,8,13,1,.012827776,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0013933139,.011434463
1211087,3,12,1,.038230035,MSE,mse_uc,Unit-Context,Census agg.,HH level,.022291552,.015938483
1211088,6,4,1,.022433985,MSE,mse_uc,Unit-Context,Census agg.,HH level,.001928364,.02050562
1211089,4,14,1,.020815335,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00086731231,.019948022
1211090,30,31,1,.0026017842,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00067932351,.0019224607
1211091,24,12,1,.0074994396,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0034401594,.0040592803
1211092,5,7,1,.018235143,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00068638474,.017548759
1211093,4,8,1,.02903744,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0060631912,.022974249
1211094,13,38,1,.015510301,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0050097466,.010500554
1211098,9,6,1,.011945663,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0031795893,.0087660737
1211099,10,24,1,.012265558,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0056411973,.006624361
1211100,3,12,1,.0046825185,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0033564044,.0013261142
1211101,7,2,1,.012408868,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00053747295,.011871396
1211102,13,26,1,.0022308691,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0017203273,.00051054184
1211103,17,10,1,.0055559683,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0010539156,.0045020524
1211104,30,37,1,.019653408,MSE,mse_uc,Unit-Context,Census agg.,HH level,.0027508223,.016902585
1211105,6,8,1,.030045386,MSE,mse_uc,Unit-Context,Census agg.,HH level,.019388523,.010656863
1211106,21,38,1,.0040767882,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00085263612,.0032241521
1211107,2,11,1,.0090525681,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00047789799,.0085746702
1211108,20,28,1,.0012597437,MSE,mse_uc,Unit-Context,Census agg.,HH level,.00014673581,.0011130079
