sim_sample,gb_census_mun,gb_gis_mun,gb_all_mun,gb_census_psu,bart_census_mun,bart_gis_mun,bart_all_mun,bart_census_psu,rf_census_mun,rf_gis_mun,rf_all_mun,rf_census_psu,lasso_census_mun,lasso_gis_mun,lasso_all_mun,lasso_census_psu,ols_census_mun,ols_gis_mun,ols_all_mun,ols_census_psu,eb,uc
194,.1934117,.1975078,.1932245,.1933442,.1935807,.1974149,.1934269,.1933407,.1936342,.1960126,.1933218,.1932366,.1935366,.2002748,.1934942,.1938904,.1975459,.1993522,.1942747,.1966608,.1933744,.1935415
195,.1937267,.1966878,.1934265,.193448,.1933465,.197108,.1931907,.1931735,.1933936,.1967347,.1935822,.1931802,.1934071,.2023119,.1933969,.1935204,.1964861,.1993483,.1936709,.1954649,.1932716,.1934292
196,.1932084,.198386,.1937836,.1931836,.1931444,.1978186,.1932683,.193253,.1933878,.1975778,.1937139,.1930967,.1934267,.2015937,.1936312,.1936125,.1973121,.1998751,.1938982,.1956552,.1936141,.1937679
197,.1936482,.1975714,.1936051,.1936201,.1931854,.1980538,.1933539,.1931367,.1932415,.1967063,.1938356,.1932619,.1934197,.2009551,.1937262,.1935583,.1970371,.1990962,.1941002,.195705,.1933014,.1935127
198,.1934109,.1976978,.193639,.1932863,.193386,.1969172,.1933842,.1931438,.1937279,.1980164,.1948975,.1930646,.1937425,.2010108,.1936873,.1934385,.1976977,.1995397,.1941092,.1961131,.1935918,.1934962
199,.1936192,.1983172,.1936166,.1929923,.1933226,.1974435,.1933958,.1929678,.1937347,.1964671,.1935566,.1930775,.1937488,.201222,.1935201,.193974,.1963984,.1991896,.1939791,.1958611,.1935094,.193651
200,.1934712,.1979471,.1933125,.1932462,.1933607,.1979658,.1931904,.19331,.1933678,.1972139,.1933208,.1932404,.193518,.201684,.1935266,.1935413,.1977288,.1997604,.1938805,.1956382,.1930068,.1932463
201,.1937025,.1980046,.1936948,.1934032,.1933368,.1979085,.1935325,.1933697,.1936109,.1978621,.1932798,.1935137,.1935827,.2005945,.1933081,.1936974,.1966518,.1989208,.1936731,.1962021,.1931331,.1934693
202,.193779,.1967001,.1936254,.1934761,.1933466,.1972515,.1933986,.1933253,.1932933,.1964058,.1934788,.1933,.1936437,.2021769,.1937463,.1937648,.1967067,.1995574,.1937321,.1957891,.1931459,.1935613
203,.1934148,.1975006,.1933785,.1933918,.1932569,.1972509,.1932104,.1931107,.1936947,.1974763,.1935392,.193437,.1937938,.2019935,.1939431,.1937283,.1976659,.2001142,.1936023,.1959462,.1932614,.1943
204,.1934399,.1964556,.1934778,.1932585,.1932054,.1984383,.193548,.1931687,.1933801,.1970336,.1931063,.1933519,.1933994,.2009488,.1933077,.1938177,.1968053,.1995598,.193551,.1954458,.1929873,.1930272
205,.1938085,.1968643,.1932109,.1933341,.1931549,.1972094,.1932937,.1930867,.1932737,.1971131,.1933949,.1932995,.1934964,.2013894,.1935633,.1939602,.1976415,.199103,.1938598,.1962049,.1933927,.1933752
206,.1934454,.1985472,.1938083,.193315,.1935705,.1987102,.1940141,.1933082,.1932546,.1980757,.19344,.1933429,.1932799,.2011505,.1937089,.1936503,.1967984,.2003237,.1940183,.1963601,.1934551,.1934932
207,.1938113,.1969646,.1940493,.1932954,.1936488,.1975679,.1936885,.1933276,.19371,.1976801,.1940583,.1932242,.1933781,.2017654,.1935244,.193481,.1987356,.2000024,.1937669,.1955448,.1936066,.1934851
208,.193505,.1977432,.1936179,.1934262,.1933035,.1975264,.1934784,.193326,.1934993,.1984181,.1938542,.193377,.193276,.2020564,.1936251,.193497,.1978939,.1989816,.1935955,.1961638,.193434,.1933486
209,.1937508,.1978864,.193969,.1932932,.1938045,.1977142,.1936306,.1934031,.193396,.1974894,.1937555,.1934122,.1933589,.2022085,.1934611,.1938538,.1972992,.1996925,.1935517,.1968068,.1934855,.1936854
210,.1938667,.1975801,.1938293,.1931208,.1934729,.1977086,.1932969,.1930994,.1936928,.1970072,.1935817,.1931817,.1937998,.2010286,.1935247,.1935397,.1974917,.1994824,.1940613,.1960372,.193666,.1931317
211,.1937964,.1971799,.1937099,.193508,.1937875,.1978834,.1933432,.1933041,.1934354,.1986399,.1934331,.1934644,.1937014,.2007111,.1936759,.1939859,.1965383,.199258,.1940325,.1957962,.1936873,.1932031
212,.193403,.1975401,.1932968,.193023,.193087,.1981185,.1931042,.193094,.1932178,.1969616,.1933812,.1930892,.1933803,.200968,.1932796,.1934765,.1976061,.1987083,.1938903,.1952006,.1931616,.1935305
213,.1934237,.1981888,.1934478,.1933082,.1930077,.1972243,.193061,.1932507,.1931098,.1981848,.1930853,.1933281,.1933044,.2015861,.1933613,.19365,.195869,.1992456,.1935567,.1955914,.1928854,.1932823
214,.1933689,.1979451,.1937183,.1934093,.1930745,.197318,.1933372,.1933385,.1934081,.1981667,.194092,.1935665,.1932937,.2012507,.1932232,.1936918,.1969332,.1995716,.1940026,.1957682,.1937321,.193558
215,.1933927,.1983764,.1934691,.1932617,.1935699,.1973677,.1934177,.1930564,.1936103,.1970036,.1936792,.1932425,.1937598,.2016953,.1937386,.1936128,.1976556,.1997836,.1941441,.1958006,.1931221,.1931249
216,.1933504,.198212,.1937694,.1936533,.19322,.1981683,.1936898,.1933295,.1932624,.1977545,.193671,.1935167,.1938767,.2005273,.1936698,.1934951,.1969328,.1997024,.1943336,.1962657,.1934312,.1935265
217,.1932836,.1976615,.1935868,.1931804,.1932601,.1974433,.1935713,.1933346,.1935834,.1974425,.193557,.1933564,.1936316,.2012502,.1936275,.1934998,.1976129,.1991926,.1935845,.1956354,.1932261,.1933483
218,.1936867,.1970162,.1937236,.1932423,.1937366,.1980889,.1933698,.1931238,.1935316,.1962408,.1936774,.1933777,.1933148,.2004137,.1932928,.1935891,.1976829,.2004801,.1940016,.1961699,.193563,.1934246
219,.1934204,.1978233,.1935086,.1934363,.1935268,.1976056,.193598,.1932649,.1937205,.1979163,.1933977,.193391,.1936601,.2015968,.1937956,.1937229,.1972232,.1995053,.1943019,.1964648,.1936245,.193692
220,.1935329,.1975056,.1937523,.19328,.1931678,.1971621,.1934854,.193228,.1933192,.1976569,.1932718,.1933051,.1934534,.20134,.1935358,.1935803,.196115,.1994423,.1933148,.1952602,.1930033,.1930784
221,.1938516,.198931,.1939372,.1939648,.1938644,.1977651,.1941597,.1936173,.1939434,.1972844,.1938028,.1937321,.1936725,.2022499,.1937447,.1937474,.1978985,.1993843,.193901,.196272,.193388,.1942497
222,.1934774,.1970882,.1933705,.1934601,.1932958,.1973829,.1935856,.1933405,.1932744,.1963239,.1933689,.1934188,.1936705,.2007305,.1936988,.1938739,.1975021,.1993529,.1943575,.1956442,.1930833,.1934402
223,.1936307,.1975079,.1940091,.1929324,.1933772,.1978279,.1931591,.1932711,.1936014,.196953,.1931287,.1928331,.1936509,.2011081,.1937586,.1935676,.1980327,.1998865,.1941673,.1962509,.193302,.1934295
224,.1934976,.1980996,.1932123,.193501,.1932513,.1972595,.1931817,.1936644,.1933474,.1972514,.1933163,.1938295,.1936649,.2006683,.1935886,.1940582,.197044,.1987655,.1941134,.1952188,.1933656,.1936681
225,.1936086,.1983362,.1934378,.1932147,.1933569,.197874,.1933169,.1930509,.193314,.197283,.1935225,.1931913,.1934868,.2005329,.1934203,.1934874,.1961293,.1994159,.1938541,.1963495,.1932712,.1932017
226,.1934093,.1986613,.1934277,.1933497,.1934127,.1979243,.193576,.1934406,.1933918,.1969018,.1935394,.193294,.1936065,.2011731,.1935598,.1935087,.1972036,.199252,.1944014,.1957066,.1931383,.1940079
227,.1939348,.1980158,.1936832,.1932979,.1936956,.198051,.1937907,.1933973,.193636,.1976463,.1936409,.1933963,.1935427,.2010968,.1933535,.1934917,.1976275,.1995578,.1937483,.1963191,.1933902,.1938146
228,.1933783,.1979693,.1934086,.193362,.1929586,.1979031,.1934365,.193093,.1931234,.1980521,.1934472,.1931825,.1934731,.2020947,.1934845,.1937274,.1965297,.1990391,.1942849,.1952008,.1933902,.1935503
229,.1932492,.1981196,.1931196,.1931291,.1931438,.196986,.1931389,.1931674,.1931387,.1974011,.1929181,.1933652,.1935913,.2006488,.1936659,.1935168,.1977337,.1993537,.1935901,.1958485,.1935135,.1932631
230,.193678,.197232,.1934436,.193372,.1934204,.1974971,.1933865,.1934055,.1930541,.1988668,.1933744,.1933827,.1936425,.2008986,.1936113,.1935831,.1974377,.2007647,.1940133,.1956753,.1933502,.1935371
231,.1933417,.1977341,.193391,.1935931,.1934127,.1976453,.1933086,.1935587,.1933578,.1972809,.1939533,.1933762,.1932616,.2021594,.1933715,.1938683,.198468,.1991739,.1936553,.1967389,.1932781,.1936425
232,.1938052,.1975826,.1935928,.1933403,.1932638,.1980105,.1935752,.1930288,.1937088,.1969021,.1940238,.19348,.1933872,.2014262,.1935863,.1934307,.197594,.2000491,.1940847,.1956153,.1936462,.194139
233,.1936156,.1980529,.1939221,.1933127,.1936718,.1973494,.1934721,.1933071,.1936012,.1973993,.1941939,.1935431,.1937109,.2011216,.1938289,.193756,.1976948,.1990415,.1943071,.1960138,.193354,.1930273
234,.1935945,.1980465,.1934457,.1934395,.1935552,.1980562,.1932931,.1932492,.1933362,.1974275,.1933347,.1936069,.1934787,.2026306,.1936601,.1937225,.1965283,.1991511,.1940006,.1959051,.1930962,.193147
235,.193376,.1968493,.1934076,.1934907,.1934597,.19728,.193326,.1933596,.1932652,.1980337,.1932794,.1933261,.1937197,.2019595,.1937417,.1938559,.1981466,.2004364,.1935363,.1964048,.1935971,.1932662
236,.1933384,.1973075,.1932903,.193418,.1932365,.1971326,.1929767,.1931288,.1934956,.1994379,.1933613,.1933572,.193311,.2001151,.1935699,.1936039,.1975858,.1986421,.1938615,.1955125,.1930258,.1935637
237,.1935647,.1978597,.1935049,.1934252,.1934676,.1969709,.1932136,.1934305,.1934063,.1973736,.1938047,.1933149,.1934168,.2010256,.1935001,.1936864,.19692,.1990235,.19409,.195495,.1932144,.1936511
238,.1932214,.1977966,.1932002,.1932574,.193142,.1971104,.1930329,.1932552,.1931727,.1963653,.1929393,.1931689,.1935799,.2017655,.1934744,.1935562,.1963662,.1996198,.1938443,.1953583,.1931609,.1934727
239,.1934687,.198068,.193327,.1932986,.1934397,.1970508,.1933154,.1932556,.1932119,.1968009,.1930861,.1931676,.1933621,.2003684,.1933767,.1935504,.1981737,.2006344,.1939563,.1962886,.1930971,.1932405
240,.1938123,.1983335,.1941044,.1933465,.1934377,.197292,.1932288,.1936746,.1935675,.1969518,.1935597,.1935936,.1936535,.2006107,.1935454,.1935537,.1988476,.1988828,.193719,.1963724,.193553,.1931466
241,.1932908,.1970429,.1933544,.193156,.1934634,.1974088,.1932699,.1930842,.1933758,.1970894,.1935261,.1930806,.1937125,.2015856,.1933702,.1934171,.1960147,.1993871,.1937591,.1955063,.1927955,.1934885
242,.1934691,.1978559,.1934338,.1934358,.1932833,.1970703,.1932466,.193282,.1932844,.1974543,.1940113,.1932812,.1933119,.2020242,.1933027,.1936321,.1958852,.1992793,.1934604,.1959078,.1929482,.193488
243,.193536,.197327,.1934362,.1935448,.193278,.1975011,.1934172,.193509,.1933566,.198031,.1937035,.1933117,.1935569,.201744,.1935392,.1939078,.1960768,.1994111,.1940478,.1950068,.193519,.1937159
244,.1934141,.1973818,.1933316,.1934118,.1934205,.1976118,.1934466,.193368,.193016,.1970952,.1935057,.1933779,.1936291,.2020017,.1936734,.1937044,.1963734,.1995968,.1946122,.19557,.1930328,.1935721
245,.1933286,.197132,.1933153,.1933574,.1931159,.1971088,.1933242,.1933746,.193116,.1961379,.1934801,.1933119,.193612,.2029289,.1935846,.1936576,.1970708,.1988685,.1937369,.1951716,.1931528,.193515
246,.1937063,.1971293,.193731,.1932704,.1935011,.197626,.193383,.1931363,.1934812,.1967602,.194276,.1932683,.1936448,.2016624,.1937442,.1936541,.1968571,.1994843,.1936584,.1957427,.192986,.1931038
247,.1930846,.1978734,.1932423,.1931065,.1931241,.1974831,.1930491,.1930094,.1931221,.1967762,.1930987,.1929154,.1931808,.2020397,.1931569,.1936229,.1961801,.1994292,.1933527,.1957384,.1933202,.1933782
248,.1933032,.1973322,.1931995,.1931651,.192842,.1980815,.1929916,.1932134,.1929353,.1967295,.1927656,.1931702,.1933344,.2023503,.1933671,.1935871,.1966976,.1988719,.193286,.1953653,.1933354,.1933641
249,.1934361,.1974351,.1933358,.1933092,.1933888,.197317,.1933849,.1932113,.1932693,.197467,.1933251,.1932756,.1935084,.2016367,.193334,.1934106,.1969049,.199541,.1933017,.1951718,.1927928,.1933939
250,.1935318,.1971926,.1934077,.19326,.1934065,.1975364,.1934463,.1931909,.1932314,.197291,.1932675,.1932822,.1934215,.200408,.1936811,.1935294,.1968666,.1998304,.1935943,.195684,.1931156,.1934028
251,.1934687,.197728,.1935074,.1933813,.1932217,.197906,.1934245,.1934358,.1932484,.1988562,.1937998,.1934415,.1933375,.2015461,.1935311,.1938609,.1979144,.198433,.1939787,.1958609,.1932713,.194067
252,.1936501,.1982527,.1935813,.1930957,.1932853,.1976005,.1935368,.1932203,.1932942,.19705,.1930547,.193192,.1936173,.2012234,.1936498,.19372,.1981537,.1994081,.1941564,.1957213,.1931552,.193326
253,.1937622,.1978846,.1935567,.192968,.193168,.1975861,.1934141,.1932899,.1934567,.1972715,.1933538,.1930985,.193433,.2015616,.1935985,.193662,.1972864,.1991983,.1937274,.1957864,.1931832,.1937756
254,.1941539,.1989764,.1939809,.1935891,.1930338,.1981983,.1935799,.1934385,.1935085,.1973573,.1942667,.1932187,.1935299,.2020839,.1936704,.1935314,.1975552,.1997157,.1941425,.1961597,.1931509,.1936355
255,.1933788,.19722,.1933658,.1932417,.1931634,.1977478,.1931819,.1933638,.1935168,.1972246,.1932764,.193434,.1936486,.2004419,.193544,.1935755,.1978256,.199901,.1943689,.1965259,.1931954,.1932539
256,.193082,.1963146,.1936577,.1934423,.1931014,.1969789,.1933535,.1932405,.193507,.1965952,.1932304,.193258,.1933545,.201865,.1933823,.1935778,.1976064,.1992659,.1936089,.1952792,.1928492,.1932551
257,.1933256,.197499,.1934297,.1933798,.1934305,.1968521,.1934459,.1933264,.1937046,.1960842,.1939831,.193319,.193549,.2007639,.1934741,.1935642,.197637,.1990123,.1938966,.1957771,.1933782,.1932078
258,.1934751,.1988775,.1936961,.1933472,.1933763,.1978283,.1932601,.1933967,.1933023,.1991009,.1930788,.193378,.1935209,.2019663,.193535,.1935717,.1971149,.1991927,.1936154,.1956961,.1934863,.1937598
259,.1933531,.1986181,.1936383,.1933669,.193305,.1980484,.1933955,.1933805,.1933757,.1973762,.1933811,.1932524,.1936149,.2009491,.1937098,.193834,.1983467,.1993027,.1936487,.1958362,.1932449,.1934557
260,.1936667,.1964404,.1939074,.1933532,.1934364,.1976997,.1935606,.1932917,.1933394,.1974787,.1934274,.193286,.1937707,.2013733,.1936932,.1935315,.1954345,.1988362,.1938217,.1956851,.1930754,.1933196
261,.1932461,.1985178,.1934493,.1934455,.1931317,.1977173,.1934078,.1932844,.1931829,.1970361,.1936679,.193362,.1932108,.2013587,.1933777,.1935379,.1983927,.1998863,.1939537,.1964146,.1931699,.1932907
262,.1933467,.197062,.1934731,.1933306,.1933434,.1972292,.1933514,.1933959,.1932982,.1971797,.193511,.1933282,.1932764,.2012632,.1935135,.1935778,.1980684,.1991811,.1936168,.1962682,.1927682,.1941024
263,.1933283,.197366,.1936595,.1934679,.1931781,.1972919,.193111,.1930813,.1937295,.1970799,.1941272,.1932393,.1934877,.2017929,.1935469,.1936215,.1971709,.1993095,.1934095,.1962409,.1930759,.1933154
264,.1933294,.1987691,.193376,.1932457,.1930013,.1972148,.1931339,.1931076,.1932902,.1979358,.192888,.1932193,.1935531,.2022223,.1936258,.1933635,.1969456,.1989823,.1933672,.1953051,.1931885,.1935093
265,.1935292,.1971369,.193751,.1934601,.1933749,.1983246,.1933566,.1931966,.1935518,.1974242,.1936789,.1932507,.1934828,.2025348,.1935101,.1936655,.1971091,.199866,.1934362,.1963783,.1932837,.1936281
266,.1930479,.1979087,.1936364,.1931034,.1929003,.1975223,.1931433,.1931948,.193038,.1967814,.1932583,.193231,.1933105,.2012973,.1932413,.1936303,.1960142,.2000155,.1936038,.1958841,.1932124,.1935868
267,.1937806,.1977953,.1933927,.193192,.1932893,.197497,.1936578,.193332,.1934632,.1970597,.1934126,.1931447,.1935614,.2013387,.193616,.1935269,.1966193,.1991699,.1937493,.1956389,.193116,.1934371
268,.1934753,.1973185,.1934187,.1935137,.1934726,.1972067,.1936053,.193207,.1934355,.197016,.1936976,.193339,.1935765,.2012985,.1938021,.1935522,.1987163,.1987689,.1941018,.1961195,.1928832,.1936266
269,.1930104,.1967007,.1935472,.1932559,.193004,.1980399,.1932918,.1931768,.192984,.1980496,.1934884,.1932606,.193515,.2015931,.193558,.1936174,.1976212,.1987768,.1935335,.1963072,.1930057,.1939396
270,.1931729,.1975755,.193344,.1932929,.1932592,.1976548,.1934516,.1933192,.1937007,.1962931,.1934562,.1932315,.1933026,.2018261,.1936271,.1935071,.19796,.198768,.1939339,.1959849,.1935889,.1933999
271,.1936383,.1976829,.1935328,.1933453,.1932546,.1976682,.1930533,.1932079,.1932513,.1986937,.1931474,.1931079,.1933472,.2004561,.1934075,.1937653,.1971276,.1992868,.1939128,.1965134,.1934929,.1933151
272,.1935428,.1971166,.1937101,.193208,.1936794,.1971775,.1937028,.1932078,.1937053,.1997817,.1943916,.1933159,.1931048,.2003966,.1933799,.1933453,.1972662,.1999208,.1937599,.1963952,.1932381,.1930678
273,.1930486,.1968935,.1934216,.193249,.1932576,.1980091,.1935428,.1932033,.1936384,.1968568,.1935927,.1933486,.1933968,.2015789,.1933832,.1935966,.1977922,.1999601,.1941273,.1957252,.1933184,.194154
274,.1937204,.1979791,.1938092,.1933427,.1935631,.1976106,.1937395,.1933147,.1936142,.1971324,.1939933,.193177,.1934729,.2011851,.1934917,.1935084,.1979529,.2001672,.1939218,.1966392,.1932652,.19384
275,.1936347,.1972585,.1938058,.1931498,.1938701,.1982602,.193829,.1932708,.1934707,.1975763,.1940614,.1933035,.1936328,.2013992,.1937156,.1935668,.1979477,.1998865,.1938413,.1961023,.1933627,.1934691
276,.1932865,.1976508,.1933376,.1934544,.1934347,.1975247,.1936312,.1931833,.1932341,.1967319,.1931991,.1934837,.1936313,.2007582,.1936297,.1936541,.1977239,.1987796,.1935387,.1960256,.1929553,.1939399
277,.1935453,.1984438,.1933518,.1931355,.1932727,.1977623,.1932313,.1929467,.1929135,.1970453,.1929821,.1929274,.1932421,.2018292,.1931758,.1935336,.1975492,.1996811,.1933777,.1963127,.19343,.1935857
278,.1937728,.1972122,.1937946,.1933998,.1938473,.1975027,.1939352,.193193,.193844,.1983188,.1936096,.1932765,.1933648,.2007522,.1935124,.1937232,.1970658,.1998312,.1935872,.1953796,.1929365,.1929797
279,.1935575,.1980927,.1937252,.1932431,.1934108,.1978575,.1934077,.1932515,.1935897,.1988297,.1935153,.19339,.1936959,.2006441,.1936547,.1936661,.1964746,.1991713,.193392,.1952511,.1931133,.1935399
280,.1935706,.1981134,.1936972,.1930968,.1932639,.1982915,.1939101,.1931387,.193428,.1987969,.1936753,.1930994,.1932513,.2019771,.1933575,.1933734,.1983552,.2003231,.1935073,.1960325,.1932818,.1934922
281,.1937261,.1977488,.1934943,.1930772,.1933247,.1978585,.1933085,.193142,.1936252,.1981577,.1933547,.192816,.1933635,.2018888,.1935371,.1935345,.1974304,.2002122,.1942517,.1964514,.1929876,.1932235
282,.1934408,.1990465,.1935631,.1931733,.1931565,.1977053,.193451,.1933205,.1930655,.1978743,.1934023,.1932394,.1934653,.2002327,.1935982,.1935386,.1991116,.1991894,.1943174,.1962654,.1928991,.1934329
283,.1935873,.1965084,.1935145,.1933548,.1934537,.1972542,.1933777,.1932388,.193546,.1971353,.1937614,.1932837,.193492,.2019828,.1935938,.1936765,.1975029,.1999509,.19384,.1955751,.1933224,.193485
284,.1934784,.1975913,.1935186,.1936048,.1931742,.1970332,.193495,.1934076,.1937224,.1969191,.193699,.19367,.1937052,.2016299,.1937781,.1937397,.19746,.1994483,.1937962,.1958491,.1932878,.1943313
285,.1934848,.1977659,.1939369,.1932197,.1933138,.1979243,.1932172,.193134,.1936177,.1964194,.1937034,.1931158,.1937557,.200751,.1935372,.1938222,.1967599,.1998647,.1937454,.1959284,.1932399,.1932616
286,.193576,.1976532,.193396,.1933329,.1931282,.1974045,.1931638,.1931753,.1933143,.1966895,.1935375,.1931256,.1931818,.2020129,.1932824,.1938654,.1960261,.198903,.1934633,.1954556,.1928292,.1931404
287,.193719,.1971895,.1940401,.193337,.1936254,.1980628,.1934822,.1933512,.1940033,.1967566,.1933842,.1932843,.1937999,.2025969,.1938448,.1938354,.1974805,.1992046,.1942379,.1953473,.1934177,.1934998
288,.193884,.197943,.1937707,.1934201,.1934581,.1973604,.1936885,.1932793,.1935671,.1982834,.1940064,.1933005,.1936818,.2005617,.1935543,.193625,.1969776,.1997953,.1939484,.1960563,.1932062,.1932536
289,.1931377,.1982479,.1933103,.1931423,.1932498,.1973896,.1930875,.193002,.1931517,.1984204,.1932062,.1931058,.1931936,.2000488,.1932116,.1935814,.1967119,.1991933,.1936859,.1955351,.1933026,.1939218
290,.1936522,.1973151,.1939797,.1933873,.1933871,.1980548,.1932699,.1933252,.1936501,.1970922,.1937212,.1933869,.1935572,.2028994,.1935855,.193846,.1963775,.1991909,.193746,.1955015,.1934979,.1943641
291,.1936409,.1964643,.1935623,.1933729,.1932988,.1972298,.1933368,.1932952,.193435,.1978825,.1936695,.1935312,.1935497,.2023983,.193644,.1937318,.196871,.1995226,.1937169,.1954332,.1932247,.1936201
292,.1934873,.1976064,.1933586,.1931541,.1932519,.1974544,.1931763,.1930113,.1935552,.1986764,.1936189,.1931269,.1935149,.2017653,.1935861,.1937988,.198112,.1996025,.1938298,.1960051,.193166,.1936801
293,.193593,.1991453,.1934643,.1935148,.1935073,.1977249,.1935198,.1932969,.1933776,.1995911,.193353,.1935592,.1936461,.2019508,.1937674,.1938798,.1976956,.1998138,.1940691,.1954832,.1933661,.1938932
294,.1932795,.1974005,.1935376,.1932587,.1934673,.1976656,.1933458,.1931662,.1933617,.1972385,.1933886,.1933413,.1935789,.2006263,.1935039,.1935803,.1978533,.1993333,.1938054,.1955685,.1931321,.193279
295,.1934961,.1969362,.1937796,.1935772,.1935703,.1974144,.1935415,.1934939,.1933879,.1963589,.1935921,.1935067,.1935196,.2006251,.1933384,.1936289,.1964868,.1995555,.1939621,.1961818,.1931053,.19372
296,.1933946,.197807,.1934908,.1936491,.1935007,.1985037,.1933163,.1931213,.1933321,.1971222,.1933782,.1930411,.1934568,.2016741,.1934442,.193643,.1974544,.1997189,.1937349,.1964641,.1930811,.1934236
297,.1935004,.1973529,.1937388,.1933942,.193856,.1977367,.1936419,.1933035,.1939412,.1976485,.1936192,.193396,.1935778,.2014021,.1935098,.1936902,.1967893,.1994099,.1940363,.1959299,.193576,.1936617
298,.1932006,.1980695,.1933225,.1931182,.1932719,.197181,.1933671,.1930059,.1933269,.1984219,.1937616,.1932829,.1933852,.2020121,.1933409,.1934727,.1983058,.1993429,.1940347,.1966193,.1932715,.1938163
299,.1938344,.1968448,.1937841,.1932791,.1938462,.1975737,.1938217,.1930345,.1939033,.1985391,.1942183,.1933536,.1934811,.200623,.1934493,.1935654,.1995338,.2002428,.1941702,.1966995,.1929249,.1937888
300,.1934527,.1987571,.1935528,.1937699,.1935346,.1979927,.1935159,.1936449,.1936359,.1984161,.1933445,.1933625,.1935974,.2007467,.1936999,.1936144,.1974572,.1996462,.1942398,.1953415,.1934536,.1935238
301,.1934411,.1970899,.1935424,.1934154,.1932933,.1977956,.1931504,.1932449,.1931182,.1964278,.1936286,.1932281,.1936356,.2020877,.1936757,.19368,.1971114,.1993066,.1935235,.1963804,.1931241,.1933489
302,.1931147,.1989942,.1932899,.1932845,.192927,.1969387,.1931575,.1932958,.1933701,.1973827,.1932448,.1932322,.1935647,.2012354,.1935546,.1936389,.1971221,.2001044,.1938193,.1952104,.192975,.1930562
303,.1936569,.1981068,.1939468,.1934043,.1932464,.1982904,.1934403,.1930774,.1932703,.1980177,.1934542,.1932263,.1934599,.2006984,.1935258,.1935484,.1978149,.1996924,.1939883,.1957852,.1933125,.1947415
304,.1935577,.1973978,.1935768,.1935575,.1936833,.1973198,.193326,.1933036,.1933823,.1969808,.1934964,.1932688,.1934201,.2004507,.1935452,.1935184,.1990287,.1990988,.1939328,.1962128,.1932392,.1933553
305,.1939233,.1985042,.1941379,.1931767,.1937467,.1979366,.1938011,.1931052,.1939514,.1973201,.1938963,.1932949,.193875,.2010391,.1935667,.1935553,.1982747,.1997224,.194331,.1960335,.1933054,.1940876
306,.1933209,.1980166,.1935758,.1932128,.1929937,.1969948,.1933154,.1933735,.1932439,.1975294,.1932337,.19325,.1933491,.2023803,.1934925,.1936052,.1971563,.1994297,.1934474,.1960788,.1933413,.1931431
307,.1937542,.1985044,.1936349,.1935815,.1933247,.1975264,.1933116,.1931841,.1930692,.1979339,.1934383,.1934576,.1934724,.200921,.1936382,.193849,.1968718,.1989602,.1936934,.1948697,.1936766,.1941026
308,.1934174,.196731,.1933581,.1932497,.1931599,.197688,.1930955,.1931137,.1938085,.196959,.1932402,.1930622,.1936293,.1999753,.1936242,.1937301,.1989368,.1996311,.193901,.1963919,.1930468,.1934179
309,.1935886,.1966514,.1935349,.1935183,.1933425,.1976776,.1935979,.1933089,.1938506,.1967028,.1937949,.1933924,.1935168,.2012383,.1936549,.1935866,.19602,.2000925,.1939432,.1957447,.1932248,.1930972
310,.1936355,.1983174,.1935724,.1934577,.1934367,.1985979,.1935634,.1931147,.1935345,.1978174,.1936561,.1932261,.1934783,.2012982,.1934981,.1935701,.1965973,.1999844,.1935442,.1958602,.1934412,.193207
311,.1938453,.1979377,.1938291,.1936901,.1936102,.1980758,.193534,.1933735,.193984,.1972521,.1939325,.1933654,.1938218,.2024902,.1939579,.1937473,.197615,.1994192,.193951,.195265,.1934589,.193991
312,.1934073,.1983273,.1933044,.1932703,.1933308,.1980851,.1934854,.1931907,.1936088,.1965196,.1932271,.193218,.193274,.2015272,.1934874,.1934715,.1974396,.1992329,.1935663,.1956303,.1932997,.1933617
313,.1935431,.198297,.1933886,.1933186,.1934804,.1978174,.1931998,.1931894,.1933414,.196981,.1931623,.1934825,.1935632,.2019314,.1935349,.1937786,.1969583,.1997031,.1935147,.1950563,.1937769,.1941715
314,.193489,.1986599,.1938672,.1933461,.1935481,.1974927,.1938114,.1934168,.1937178,.1972874,.193671,.1935082,.1935589,.2008954,.1936593,.1938067,.197347,.1994845,.1941351,.1968205,.1930499,.1944871
315,.1934439,.1973072,.1937954,.1933399,.1932232,.1985527,.1932132,.1932415,.1930747,.1970573,.1932913,.1931008,.193328,.202043,.1933723,.1935161,.196158,.1995219,.1936105,.1957539,.1931653,.1930029
316,.1937682,.1968431,.1936564,.1937552,.1935505,.1973278,.1935818,.1933646,.1937394,.1974831,.1932232,.1934817,.1934911,.2009941,.1932743,.1936012,.197545,.1996031,.1942116,.1961363,.1931327,.1937844
317,.1930429,.1986321,.1935679,.1933422,.1932338,.1983736,.1932984,.1932256,.1934729,.1989002,.1933815,.1934046,.1934701,.2020519,.1931864,.1936952,.1976299,.1991913,.1934881,.1954324,.193284,.1937792
318,.1935132,.1983644,.1935073,.1931073,.193,.1984863,.1933661,.1931011,.1929577,.1991495,.1930668,.1929778,.1937583,.2005723,.1935661,.1935695,.1964463,.1993122,.1938113,.1954088,.1930486,.1935441
