municipality,poor,dpoor,census_hhsize,census_age_hh,census_male_hh,census_piped_water,census_no_piped_water,census_no_sewage,census_sewage_pub,census_sewage_priv,census_electricity,census_telephone,census_cellphone,census_internet,census_automobile,census_computer,census_washmachine,census_fridge,census_television,census_share_under15,census_share_elderly,census_share_adult,census_max_tertiary,census_max_secondary,census_share_female,gis_arvimin,gis_arvimax,gis_arvimean,gis_arvisum,gis_arvistddev,gis_baeimin,gis_baeimax,gis_baeimean,gis_baeisum,gis_baeistddev,gis_bimin,gis_bimax,gis_bimean,gis_bisum,gis_bistddev,gis_brbamin,gis_brbamax,gis_brbamean,gis_brbasum,gis_brbastddev,gis_bumin,gis_bumax,gis_bumean,gis_busum,gis_bustddev,gis_evimin,gis_evimax,gis_evimean,gis_evisum,gis_evistddev,gis_ibimin,gis_ibimax,gis_ibimean,gis_ibisum,gis_ibistddev,gis_mndwimin,gis_mndwimax,gis_mndwimean,gis_mndwisum,gis_mndwistddev,gis_nbaimin,gis_nbaimax,gis_nbaimean,gis_nbaisum,gis_nbaistddev,gis_nbimin,gis_nbimax,gis_nbimean,gis_nbisum,gis_nbistddev,gis_ndbimin,gis_ndbimax,gis_ndbimean,gis_ndbisum,gis_ndbistddev,gis_ndvimin,gis_ndvimax,gis_ndvimean,gis_ndvisum,gis_ndvistddev,gis_ndwimin,gis_ndwimax,gis_ndwimean,gis_ndwisum,gis_ndwistddev,gis_srmin,gis_srmax,gis_srmean,gis_srsum,gis_srstddev,gis_uimin,gis_uimax,gis_uimean,gis_uisum,gis_uistddev,gis_ndsimin,gis_ndsimax,gis_ndsimean,gis_ndsisum,gis_ndsistddev,gis_varimin,gis_varimax,gis_varimean,gis_varisum,gis_varistddev,gis_savimin,gis_savimax,gis_savimean,gis_savisum,gis_savistddev,gis_osavimin,gis_osavimax,gis_osavimean,gis_osavisum,gis_osavistddev,gis_ndmimin,gis_ndmimax,gis_ndmimean,gis_ndmisum,gis_ndmistddev,gis_mdeamin,gis_mdeamax,gis_mdeamean,gis_mdeasum,gis_mdeastddev,gis_mdepmin,gis_mdepmax,gis_mdepmean,gis_mdepsum,gis_mdepstddev,gis_ntl_min_2015,gis_ntl_max_2015,gis_ntl_mean_2015,gis_ntl_std_2015,gis_ntl_sum_2015
1071012,.25654712,.36585367,.57043833,-1.4366843,.5768742,-.98668063,.9897998,-.47250697,.54528815,-.5408321,-.0016708263,-1.0160636,.55757451,.029432591,,-.15131909,-.022270212,-.085152283,.043503791,1.0185367,-.90243793,-.51065683,.48156896,-1.7867687,-.20726228,.067837402,-.080451474,.86390358,-.15375179,.17599276,-.0042925524,.094603889,-.99857384,-.24171776,-.29871741,.059083641,.1086949,-.61081946,-.13477196,1.8964621,.049707636,-.16429152,-.43577862,-.24630685,-.32813987,.022993675,.5452897,-.74272007,.17877579,1.3457888,.419108,-.20479736,.82503092,-.21173614,-.23882017,.097694792,.27018461,-.53089595,-.072380804,1.3368715,.012637601,-.2552518,-.90214974,.25150275,-.56884891,.10541613,-.049760655,.089595988,-.25337905,-.15568089,.032280955,-.10529342,-.14462425,.25203881,.015991651,.047771912,.16851789,-.51821214,-.052400336,1.5009615,-.29032388,.021890163,.87162119,-.22967017,.37911734,.016076097,-.013747134,-.87330234,.2494925,-.021567769,.096012816,-.095444195,.82647961,-.15922162,1.4481667,.070634596,.11185842,-.66454142,.13592291,1.4901261,.012637601,-.2552518,-.90214974,.25150275,-.56884891,.042451952,-.068208337,.7874853,.16183597,1.335024,-.25334102,.029902631,.87618589,-.22966596,.30600238,-.27953595,.024087649,.87183046,-.22966881,.31208447,-.16851789,-.047772009,.51821214,.052400336,1.5009615,-.93432701,-.71022779,-.54956698,-.2775018525632357,.26283517,-.051833682,.62049252,.20271626,-.194259,.43901011,-.13214767,-.068042599,-.17261192,-.046401739,-.12932456
1071013,.57609087,,1.5021445,-1.5586828,.78865212,.051264595,-.040129147,-.48274156,.89266574,-.88670802,.20343125,-1.0192727,-.51716805,-.70633858,,-.66320175,-1.3809577,-1.0981443,-.85839814,2.0770962,-1.3340287,-1.3816087,.088720508,-.15417531,.85537952,.086763099,-.079840928,.76523316,-.15250567,-.1522404,-.0012099054,-.86982495,-.95191568,-.23721272,-.77730089,.031787194,-.041153025,-.42038113,-.11725745,.73858571,.049663961,-.17642847,-.42940044,-.24338779,-.36766255,.019062869,-.11784764,-.66226339,.17521138,.12762912,.4313682,-.41629413,.56668961,-.22300032,-.30692917,.091740571,-.063415207,-.36796519,-.056493651,.31710017,.013930956,-.84328592,-1.1254321,.23757625,-.62780684,.07040786,-.050506797,.050074667,-.24778326,-.10755478,.051575806,-.17936449,-.27586219,.24192695,-.22260459,.046169251,-.071249254,-.37679085,-.039788157,.47555509,.33113873,.01633276,.84763849,-.22042364,-.48146433,.0093446374,-.049200483,-.92250741,.2375458,-.4916921,.11258933,-.10043719,.55399126,-.17940019,.52272958,.1079514,-.11090219,-.52796453,.14125223,.46026832,.013930956,-.84328592,-1.1254321,.23757625,-.62780684,.060512014,-.062537126,.40076831,.11980843,.21402155,.29845998,.021580309,.84820235,-.22042523,-.50441277,.32184383,.018311266,.84784645,-.22042416,-.49846816,.071249254,-.046169348,.37679085,.039788157,.47555509,-.65002328,.14667733,.007889891,-.1983556689588579,.71045083,-.051833682,1.0575352,1.4626008,-.036446415,.96332902,-.1373978,-.095104888,-.27193254,-.13397394,-.27976155
1071014,.83807504,.91269839,2.9947357,-2.0352385,2.1055341,.55003464,-.55443186,-.33751461,.33476838,-.33198425,.19695064,-1.4508837,-.96944267,-.79995829,,-1.3632915,-2.1847546,-2.4659357,-2.7928929,2.8450682,-1.6923246,-2.0032382,-1.2175343,-.57134634,.62214136,.090183787,-.079404831,1.3572559,-.31314966,-.42018589,-.013540471,-.89806277,-1.2629693,-.28907976,-.88774318,-.15018871,-.072109632,-1.4519221,-.11143238,-.64339596,.049685799,-.17711282,-.50912744,-.28617284,-.3695446,.018348163,-.15403143,-1.4318485,.3234219,-1.1601396,.43158033,-.41872117,1.2105244,-.3673597,-.33397722,.058305364,-.11466386,-1.3647183,-.025493754,-.81597906,.042385139,-.86945134,-.95468682,.36006919,-.59832788,.087912016,-.050506797,.010553346,-.33623362,-.15568089,.084797755,-.1777586,.68912148,.34483317,-.74568111,.035484843,-.14001267,-1.4060239,-.00055299245,-.91370493,.36566442,.035783835,1.3812522,-.37746766,-1.1699296,.0053057298,-.052956134,-1.4309609,.37688476,-.83018166,.11416243,-.086840913,1.5947621,-.28752431,.49888405,.059972789,-.12012896,-1.3419628,.26874086,-1.0706013,.042385139,-.86945134,-.95468682,.36006919,-.59832788,.063981444,-.063608848,1.1742023,.11300169,-.17589246,.32880592,.042386364,1.3798922,-.37746525,-1.139238,.35525382,.038528781,1.3814899,-.37746689,-1.1469102,.14001267,-.035484936,1.4060239,.00055299245,-.91370493,-.78686655,-.088295572,-.21922956,-.3248459113279129,.59121943,-.051833682,1.3201462,1.5709318,-.21911204,.92066139,-.11093868,-.10019778,-.20936988,-.11236265,-.30023903
1071015,.53872603,,.64845431,.81891739,-.3925679,.52785832,-.54227835,-.59228534,.2641561,-.26417351,.23938146,-1.0508062,-.064346984,-.81603128,,-.70603007,-1.2655985,-.55314904,-.42216998,.25821191,.20039003,-.41368684,.0014975566,-.045140143,-.44672909,.089256682,-.068705842,1.6187326,-.2826291,-.20582955,-.25706911,-.78511167,-1.5584702,-.2898269,-.40915972,-.55963463,-.058201592,-1.8010589,-.14050935,-.26988748,.047261931,-.17357035,-.58885437,-.28698426,-.33378595,-.0025566141,-.10810585,-1.6697206,.29423526,-.58586425,-.80733198,.13212578,1.650512,-.33414492,.76358783,.038152654,-.075018674,-1.6234909,-.05433473,-.62713242,-.46590969,-.75239539,-1.2042373,.34819263,-.37723571,-.20003085,1.0120161,-.22657694,-.3302559,.13307583,.082041346,-.16802298,.86667854,.34296992,-.81909537,.022485476,-.083916195,-1.6888667,-.032743793,-.68216163,.37403432,.28031266,1.5731133,-.35641265,-.61055148,-.27068424,-.05235523,-1.6523844,.35984439,-.4164722,.1145557,.8460018,2.5617592,-.21734768,1.6911649,-.27054754,-.030497458,-1.5331703,.24054198,-.51392156,-.46590969,-.75239539,-1.2042373,.34819263,-.37723571,-1.5892746,1.0935873,1.6822422,.1502073,2.748462,.2303364,.31286535,1.5717802,-.35641611,-.53142667,.24793689,.28980476,1.5733616,-.35641375,-.51873201,.083916195,-.022485571,1.6888667,.032743793,-.68216163,-1.1100998,1.9155011,-.033369668,-.3060015554684987,3.5289726,-.051833682,1.6777668,1.6739918,-.19899411,2.0218134,-.16310181,-.095331907,-.21021606,-.10707276,-.29293966
1071016,.49989954,.41304347,-.5310806,1.2192495,-.062886246,.12899995,-.15015043,-.38292506,-.78236598,.77969033,-.72402883,-.41888058,-.27505657,-.80363798,,-.94996715,.035717085,.2809394,-.56985825,-1.0171007,.46545672,.80082846,-.1729673,-.049076241,-1.175832,.075605892,-.080131665,.37055111,.014066662,1.0535141,-.34646571,.04898895,.16787739,-.12078442,4.1557903,-.20478147,-.079287983,-.89647698,-.28990832,-.53134346,.046672344,-.065786943,.89725626,.014007737,1.4503818,.010486552,-.14637716,-.66925973,-.063210905,1.1021569,-1.3033557,1.2997739,.16101314,-.067967243,5.2310815,-.0094810706,-.13110211,-1.2497084,-.37297264,.090484425,.086359724,.30937114,1.9217119,.23297954,4.2067413,-.75403643,-.050506797,-.30562195,-.13682511,.27745417,.081170909,.0060139135,1.9860597,.27171907,2.9433849,.0084176706,-.15991786,-1.1860352,-.36643076,-.18599725,-.11141795,.041341402,.24207675,-.074122258,3.7353857,.012037269,-.0099914819,.20101163,.13902628,3.7958422,.089818746,-.082731292,.35805342,-.0121663,1.2028974,-.049312171,-.25853053,-1.1125137,-.20690659,-1.3211074,.086359724,.30937114,1.9217119,.23297954,4.2067413,.063791342,-.068208337,1.0225484,.31320274,-.27337095,-.094798855,.048628233,.24055673,-.074105173,3.6016905,-.10641143,.044305336,.24225099,-.074116804,3.6150863,.15991786,-.0084177665,1.1860352,.36643076,-.18599725,-1.1230763,-1.826349,-1.4793981,-.3960660201795443,-1.2005318,-.051833682,-1.3621441,-1.1636961,-.3381137,-1.462159,-.15849616,-.10073006,-.3028605,-.16153002,-.28367317
1071017,.39069927,.12359551,.24043776,.3957307,.34184375,.056729298,-.045590919,-.30577174,-.029579824,.026747994,.27328354,-.62315989,.0096438983,-.6135447,,-.3579025,-.19496958,-.031787921,.098239891,-.16535303,.35811502,-.065294445,.84186417,-1.2260004,-.30928174,.080625035,-.07309591,.85897011,1.8279926,.13580096,-.17692046,.20321064,-.90525758,.25103992,-.37234566,-.5732829,-.029936861,-.67429894,-.91332698,1.7844098,.048179071,-.090302385,-.4070769,.17090772,-.32437578,-.0014845666,-.086534753,-.78119946,-1.7730201,1.0673523,-.4236156,-.10351818,.84521377,1.6460286,-.10455745,-.014519242,-.044076078,-.62673765,-1.1833893,1.2235633,.0022906121,.16064115,-.74453855,-.90210271,-.56884891,.072158299,-.049760655,.089595988,.64260542,-.15568089,.036343027,-.063841723,.0097729899,-.57104009,-.066599272,.0062807957,-.045915365,-.62034976,-1.2951365,1.3355736,.11666091,.1691633,.86562562,1.5455002,.12094296,-.0081571881,-.0285444,-.86510158,-1.2578138,-.30364239,.10490081,.094314717,.7860229,1.6203816,1.5492266,-.078632616,-.08981242,-.76287681,-1.7925528,1.0726162,.0022906121,.16064115,-.74453855,-.90210271,-.56884891,.057232685,.16140895,.7874853,.91758198,1.60309,.10771395,.19219017,.86819065,1.5455288,.089891642,.11429695,.17716388,.86583459,1.5455092,.089182645,.045915365,-.0062808911,.62034976,1.2951365,1.3355736,-.93432701,-.098552324,-.62224966,.3790280406352625,.085648149,-.051833682,1.3605734,.41063946,1.0169954,.76694864,-.16642354,-.07955379,-.30016407,-.1389917,.057695307
1071018,.76772547,.58823532,.65404344,-1.2668781,1.9096643,.45023334,-.46444231,-.088927321,.70596844,-.70755863,-.36895999,-1.4868249,-1.2273632,-1.1897888,,-1.0883092,-1.7492002,-1.8304496,-2.3911271,1.2781421,-.13819812,-1.3123095,-.77019435,.039959397,.3569876,.088393517,-.079143174,.92310596,-.33846202,-.15893903,-.022788413,-.75252962,-.96746844,-.28637666,-.92455733,-.23662727,-.051023256,-.76951808,-.074760854,1.2988483,.049511105,-.15956153,-.43258953,-.28395665,-.36766255,.0086998204,-.12271853,-.90713137,.35245988,.31905431,.36461526,-.35731658,.75035399,-.38876575,-.28248814,.078458086,-.087589093,-.72257924,.0139098,.88363975,.01522431,-.1795097,-.95468682,.36237693,-.56884891,.076534331,-.050506797,.050074667,-.3379564,-.10755478,.057233695,-.13560435,.086971611,.33690077,-.14919034,.037977871,-.10201184,-.74605763,.042854376,.93864173,.314399,.066350043,.98553866,-.39382342,-.54600793,-.010849739,-.031548921,-1.0619223,.38786116,-.54810703,.11184211,-.061184671,.82727301,-.32994413,.98488039,.0093284082,-.11353841,-.80658138,.30234173,.57160413,.01522431,-.1795097,-.95468682,.36237693,-.56884891,.06108233,-.058964703,.60550082,.081011876,.50645685,.28297734,.075676158,.98812056,-.39382321,-.57194734,.30564505,.070299409,.98575431,-.39382333,-.55925959,.10201184,-.037977967,.74605763,-.042854376,.93864173,-.63586706,.17744759,.038349148,-.3121534484325685,.85877502,-.051833682,.79437333,1.5635804,-.2234305,1.0251423,-.141269,-.10822883,-.2912547,-.15640272,-.35826042
1071019,.31416136,.20353982,-.18448877,-1.3174402,.39022139,-.49478543,.50005043,-.2234371,.095280826,-.092720836,.27190685,-.71796006,.24113825,-.41973343,,-.26071268,-.2030945,-.22876565,.091330029,.40866759,-.96813273,.21016502,.39384851,-1.6090021,.96681339,.069563732,-.069926918,.48402217,.32647133,.20278727,-.010457847,.94173729,-.65641487,-.073368795,-.22508919,-.10469478,.098376036,-.18233322,-.2171815,1.709708,.049620289,.08070188,-.34648442,-.10522316,-.31308359,.013702674,.73316705,-.38241428,-.29224604,1.4502022,.086871989,-.38172245,.32651305,.22309266,-.24696717,-.072229311,.3978228,-.11877687,-.23263811,1.1857942,-.045564115,.36170202,-.99408984,-.11056778,-.42145419,.084411189,-.049760655,.089595988,.015181651,-.10755478,-.43862936,-.037545495,-.42253965,-.032670543,.061875649,-.015088024,.33318815,-.13323182,-.2522848,1.4678838,-.42528793,.0052177911,.55385101,.2390852,.52971911,.016076097,-.0081136562,-.66828036,-.17637965,.18528695,.093987457,-.10667201,.30768082,.2222576,.83839995,-.17458999,.5745151,-.27666304,-.28523007,1.6292959,-.045564115,.36170202,-.99408984,-.11056778,-.42145419,-.13211282,-.035118803,.074712835,.15441313,.55519623,-.37410554,.011177281,.5523749,.23908114,.4545784,-.41013855,.0067583253,.55404258,.23908389,.45393118,-.33318815,.015087928,.13323182,.2522848,1.4678838,-.39993039,.55135286,.53086483,.3257583190757363,1.6195941,-.051833682,.3165732,-.16111478,.001821158,-.0035293144,-.15702593,-.049824178,-.17851868,-.010176868,.31225023
1071020,.6864683,.55263156,.88671154,-.058562625,1.7333586,-.065839395,.072215155,-.1710594,.21154594,-.20826375,-.80850446,-1.0434853,-.97288936,-.72104585,,-1.1567949,-.54163295,-.3893922,-.78976369,.61424726,-.47483858,-.34507853,-.79873157,-.23552376,-1.2722073,.083054684,-.076410279,.70603079,1.8349878,.1291023,-1.0369773,-.14650331,-.71862549,.32039049,.32712254,-.35036227,-.019169351,-.61081946,-.90570045,1.5603043,.042829093,-.12524393,-.25719023,.29284987,.038856659,-.026498832,-.13106863,-.6727578,-1.8118769,1.2065703,-1.8149775,1.3504953,.49806762,1.5457194,.62313342,.044106875,-.035373483,-.57881677,-1.2103117,1.1102555,-1.139756,.24051467,-.49498808,-.92607599,1.3767619,-18.460335,4.6465306,.050074667,.69813669,.42183253,-.0015212994,-.0703656,.17189023,-.58032405,.59412891,.02711539,.00022850084,-.58106607,-1.338297,1.2363405,.052840669,.71379548,.70973831,1.573408,.96000987,-.46724308,-.0081887702,-.68468237,-1.291072,1.3511953,-8.1689415,6.453505,.63093859,1.6059059,1.6809453,-.10528746,-.10299353,-.71370912,-1.8661045,.96127999,-1.139756,.24051467,-.49498808,-.92607599,1.3767619,.059941694,-.042308301,.56000477,.76952159,1.1888064,.051357172,.79972744,.70828408,1.5734003,.85978597,.052539092,.74036855,.70993859,1.5734055,.85920739,-.00022850084,-.027115487,.58106607,1.338297,1.2363405,-.54031271,.44692048,-.52839851,.5093271924114865,1.0684472,-.051833682,.93036062,.63284969,1.2794032,1.3711327,-.17576829,-.10127565,-.31556299,-.17265581,-.094409317
1071021,.50345463,.58333331,-.29878715,-.21808687,.23648129,.29593301,-.2909877,-.56847751,.71563655,-.70896935,-.27104741,-1.3115195,-1.1824548,-1.0743644,,-.82117718,-1.1267674,-.43587598,-1.2612212,.43112156,-.20273469,-.32612035,.23661086,-.66674769,.48084864,.088809118,-.078067459,1.0760449,-.13646944,-.24602135,-.08752387,-.79814446,-1.1385478,-.24674661,-.88774318,-.37310922,-.05685566,-.92028171,-.16756564,.58918226,.049030699,-.15636124,-.47085848,-.25050354,-.37330866,.0038756283,-.14498547,-.99458438,.15763542,-.18561177,-.58791733,-.19074374,1.0611709,-.19694437,.046325177,.049145043,-.087589093,-.84717339,-.10899363,.24156167,.051438693,-.099636219,-.78394157,.25765556,-.65728581,.092288047,-.050506797,-.26609826,-.25708389,.18120191,.076383464,-.13580509,.21820955,.26694721,-.35107952,.029964561,-.10925009,-.84819537,-.092502967,.27708942,.3677569,.15249076,1.0634823,-.22119282,-.76115328,-.0054645562,-.039736241,-1.0291188,.24626938,-.66093689,.11424108,.0566241,.98473716,-.14660624,.90085286,-.030653847,-.17548959,-.94315827,.10771558,-.096411422,.051438693,-.099636219,-.78394157,.25765556,-.65728581,.063173495,-.055660218,.9998005,.18524024,.48208737,.2303364,.17346457,1.0640764,-.22118977,-.30180898,.24793689,.15983438,1.0637023,-.22119184,-.29583004,.10925009,-.029964658,.84819537,.092502967,.27708942,-.93432701,-.30461982,-.51633543,-.2752106884046029,.7175383,-.051833682,1.1295769,1.5136454,-.047810644,1.0776564,-.15356098,-.10786475,-.29817453,-.16535826,-.32687619
1071022,.93308949,1,2.350544,-3.5872891,3.1318905,-3.4565861,3.4579163,3.9240375,-1.6254462,1.6243483,-5.1002159,-1.6040614,-3.0892003,-1.2559891,,-1.6153764,-2.6139274,-3.7088425,-5.4917674,3.4271357,-2.024889,-2.4184277,-1.6911185,-3.1254878,-.95057625,.086635217,-.077602282,1.3671229,-.28377125,-.42018589,-.13068083,-.41367623,-1.2940747,-.28401971,-.99818552,-.3822079,-.059547536,-1.4915967,-.12999688,-.19518563,.04863764,-.15036321,-.51231652,-.2818507,-.38083678,-.006666101,-.16586073,-1.4598335,.29258233,-.91650772,.43126836,-.41869074,1.2024513,-.34224054,-.33788779,.062427513,-.088556051,-1.4126391,-.050052322,-.40051669,.052732125,-.23459485,-.86274678,.34641311,-.70150417,.031023612,-.050506797,.010553346,-.32505229,-.10755478,.074062273,-.1179397,.70456129,.33653826,-.60802943,.03121108,-.10925009,-1.4453077,-.026581669,-.45061827,.29138187,.19695064,1.3932437,-.35199827,-1.1699296,-.012196016,-.043266553,-1.4145595,.35641542,-.88659662,.11089825,.17173156,1.6721063,-.25394955,.79752201,-.049312171,-.14912738,-1.3201106,.24116156,-.73659354,.052732125,-.23459485,-.86274678,.34641311,-.70150417,.0647894,-.052311074,1.2803599,.13241389,-.12715329,.26254028,.22131854,1.3958827,-.35199609,-1.1527449,.28337172,.20315796,1.3934821,-.35199758,-1.1469102,.10925009,-.031211177,1.4453077,.026581669,-.45061827,-.85056949,.24085297,-.048288986,-.301064783396495,1.5873059,-.051833682,1.0390291,1.7902291,-.18096752,.79703492,-.13705854,-.11177165,-.28464571,-.1643575,-.34595922
1071023,.83693212,.87813622,2.0005109,-2.2733455,.78364497,-1.7910929,1.7924256,3.1755271,-1.4607831,1.4606982,.15281352,-1.3197987,-1.7376959,-1.2200075,,-1.6100893,-2.5286734,-3.8055134,-3.3529465,2.9047632,-1.1208878,-2.4399705,-1.7381577,-5.1471601,1.8791329,.084141634,-.078532629,.82936877,-.16465563,.0085268095,-.25706911,-.6395784,-.87415236,-.2399298,-.29871741,-.10469478,.024349358,-.80919266,-.1546569,1.0747433,.047349278,-.17363073,-.40388784,-.24515454,-.32813987,.011558578,.075596422,-.93511635,.16571018,.52788156,.4311673,-.41622314,.49604946,-.24592878,-.29552335,.082122229,.066156894,-.77050018,-.097858571,.50594676,-.18912829,-.7537725,-1.0466261,.25166476,-.50989103,-.012736712,-.049760655,.010553346,-.25678819,-.059428651,-.08580929,-.16812335,.27224863,.26962569,-.40614024,.039936677,.14680314,-.83248186,-.09006726,.57478791,.25476369,.27197656,.96755159,-.22962861,-.051173408,-.14413281,-.041614067,-1.1275289,.2431611,-.17200759,.10948246,.71371335,.90382355,-.15713131,1.3130416,.054641727,-.046314791,-.80658138,.12552106,.71077436,-.18912829,-.7537725,-1.0466261,.25166476,-.50989103,.057185158,-.057982288,.3552722,.10971832,.33586952,.2303364,.3087042,.96413487,-.22962989,-.085698254,.24793689,.28402835,.9617703,-.229629,-.093191773,-.14680314,-.03993677,.83248186,.09006726,.57478791,.41759023,.81336629,1.0695845,-.07563257114797,.54719561,-.051833682,.80241448,1.1593851,-.089601763,.72592223,-.12270235,-.090291128,-.18584439,-.13070405,-.15547857
1071025,.66317993,,.86738235,-.72009844,1.6113825,.058353309,-.047214054,-.35128024,.2089732,-.2038497,-.37202305,-1.2880085,-3.5657992,-1.1208649,,-1.092278,-2.029614,-1.6531739,-2.445627,1.0407281,-.68701363,-.67191643,-.1547057,.29452315,-1.7848408,.092357688,-.076148614,1.5447298,-.27796626,-.57425451,-.1954163,-.8372429,-1.3562852,-.285624,-1.1086279,-.46409711,-.095439255,-1.8010589,-.14565878,-1.4651148,.048026215,-.17453648,-.51231652,-.28241861,-.38648289,-.0057727355,-.24101166,-1.6452339,.28681475,-1.9084376,.431775,-.41228208,1.6061095,-.32821935,-.34114659,.050977115,-.1514082,-1.7576692,-.069317944,-1.5335958,-.00029609664,-.74964112,-.37677985,.3556335,-.70150417,.036274835,-.050506797,.050074667,-.32667124,-.10755478,.11540838,-.17033143,.99019647,.3429209,-.96592385,.031745296,-.18434697,-1.7360072,-.04329256,-1.6744903,.47133401,.21640173,1.4951696,-.35201362,-1.6002206,-.045853391,-.058965176,-1.3735552,.36048985,-1.0934513,.11974692,.25371888,1.889859,-.24578314,.42961809,-.11328381,-.21898723,-1.582338,.22893767,-1.9891232,-.00029609664,-.74964112,-.37677985,.3556335,-.70150417,.063791342,-.041325878,1.8869747,.16763924,-.49269763,.42232102,.24628602,1.4958243,-.35200989,-1.5579525,.45750862,.22626366,1.4954137,-.35201243,-1.5521866,.18434697,-.031745389,1.7360072,.04329256,-1.6744903,-.98741275,-.32140362,-.60018319,-.3397908889478515,.65103555,-.051833682,1.5850708,1.7787162,-.18560317,.92257595,-.14142112,-.12035642,-.30975625,-.18063135,-.36719579
1071026,.87143338,1,3.8358321,-2.2030003,2.0503726,-.78706419,.7880078,1.3750609,-.90298676,.90235144,-.82574761,-1.445338,-2.1592302,-1.1835234,,-1.5522869,-2.4891138,-3.4891815,-4.2634864,3.6527176,-1.6096444,-2.9295895,-1.482069,-3.1269233,-.0075809984,.088745177,-.080858499,1.150048,-.22758399,-.32640499,.017285932,-.93498904,-1.1385478,-.26745293,-.81411499,-.059200693,-.05865024,-1.1265899,-.14217842,-.15783498,.049838655,-.1802326,-.47723663,-.26827541,-.36578053,.015310723,-.05591771,-1.2044713,.23664521,-.74248481,.43134573,-.42033157,.90979898,-.29555798,-.3294149,.097694792,-.088556051,-1.058025,-.070553146,-.4382861,.033331502,-1.0691351,-1.0466261,.30570856,-.65728581,.0905376,-.049760655,.050074667,-.29666862,-.15568089,.077398978,-.19100709,.44208565,.30835068,-.62638295,.043498147,-.11286922,-1.1074678,-.053732347,-.48369595,.2735959,.021890163,1.2193693,-.29770744,-.93326962,.0012669028,-.045144379,-1.2997473,.30779123,-.71735185,.11019035,-.096161135,1.2294612,-.21427649,.716901,.089293078,-.071358882,-1.0414937,.19226038,-.51392156,.033331502,-1.0691351,-1.0466261,.30570856,-.65728581,.064741872,-.069994554,.82539874,.12908527,-.078413956,.24705765,.027822176,1.2199852,-.29770446,-.92312735,.26616052,.024087649,1.2195979,-.29770648,-.92400825,.11286922,-.04349824,1.1074678,.053732347,-.48369595,-.65356237,.3089205,.20002037,-.2432517625898969,1.0376976,-.051833682,1.0924547,1.2985092,-.15409487,.65180099,-.11639205,-.1047212,-.20602524,-.13917512,-.24137875
1071027,.25944933,.59574467,-.53968024,-1.0415149,.10165744,-.066316053,.07084091,-.65175635,-.26730624,.26419425,.29147971,-.86748284,.67709917,-.21949096,,-.058545996,-.15005335,.28891826,.1475336,.070793755,-.64295012,.35652801,.94863313,-1.171334,.32148346,.081104569,-.078416333,.025204681,.086955741,.08221186,.011120638,.23144844,-.31425595,-.087725699,-.1146469,-.054651354,-.030385517,.39691669,-.030822445,.88798916,.049751308,-.1110137,-.209354,-.10862,-.13805449,.025852453,-.0030337216,.14580113,-.041310247,.70190448,-.99763036,2.6755917,-.087236717,.027291909,.7991088,.042274803,-.045043036,.41793641,-.019466622,.69479311,.0087574609,.14136134,-.71827042,-.0078775706,.44817495,.08966241,-.050506797,.12911966,-.047474414,-.15568089,.036488108,-.070967808,-.87029231,-.0053103459,.30964869,.024800433,-.042296231,.44031036,-.0081966044,.83940917,.062256772,-.0031184778,.086189456,.044877674,.31457391,.025500188,-.01960595,-.16802754,-.018255958,.26050687,.10336705,-.1122411,-.27140674,-.033990871,-.026855107,.030652341,-.064768337,.15491992,-.051351264,.84994417,.0087574609,.14136134,-.71827042,-.0078775706,.44817495,.056329682,-.053606074,-.2816734,.036045119,.53082651,.059408151,.00077425258,.084647775,.044873718,.25197461,.061650909,-.0019064225,.086355008,.044876393,.25129321,.042296231,-.024800528,-.44031036,.0081966044,.83940917,-.71372622,-.2486739,-.7173534,-.1631990651859357,.54404634,-.051833682,1.491163,.11449803,.021038519,.78253877,-.14712462,-.073406979,-.19412799,-.062221441,.15063213
1071028,.57642066,.26190478,.13581935,.0067143971,1.125326,.66791797,-.67047679,-.7433297,1.304358,-1.3032423,.079880655,-1.2616739,-.4640491,-1.2143939,,-1.3651941,-.24822876,-.37148184,.11136422,.03414458,.078513257,-.078058638,-.97425365,-.37996686,-.94949383,.085132673,-.081876062,.13374211,-.45154867,-.13214454,.10359987,-.44843036,-.39201927,-.30786622,-.55641621,.28655362,-.06537994,.30169755,-.015445198,.40242788,.050799467,-.14647858,-.25719023,-.30166072,-.27356088,.034964792,-.15194389,.030363165,.46738002,.058020115,.18248662,-.23747462,-.0065051476,-.48791802,-.0067933565,.12288568,-.10596127,.31251061,.091666996,.27933076,.070839316,-.11340749,-.7708075,.42240092,-.038227748,.11066735,-.050506797,.16864099,-.38232064,-.20380701,.070435427,-.098167337,-.80081344,.37263098,.034345251,.056497514,-.12101226,.3381727,.13018762,.37632224,.15432531,-.069808133,.20610289,-.49262971,-.33086252,.075313032,-.027643044,-.28283966,.47070137,-.30364239,.10602165,-.14648785,-.23729612,-.43722942,-.27439538,.20390894,-.16758092,.089363046,.41477972,.18192825,.070839316,-.11340749,-.7708075,.42240092,-.038227748,.063791342,-.068833515,-.22101191,.035606138,.1652822,.14115645,-.076208353,.20857532,-.49262899,-.35583678,.1507442,-.071223885,.20627514,-.49262947,-.35662147,.12101226,-.056497607,-.3381727,-.13018762,.37632224,-.71372622,-1.1764439,-.92656291,-.3884461806365306,-.74329746,-.051833682,.48472568,-.18996607,-.35122493,.10560115,-.13189656,-.12235014,-.29174212,-.17493913,-.3815439
